filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k19_0.899_0.537_0.537_0.526_c862.mtx,102.336,0.056479,99.5701,0.477528,99.3154
k19_0.899_0.537_0.537_0.527_c862.mtx,102.913,0.067359,100.506,0.161893,100.4
k19_0.899_0.537_0.537_0.528_c862.mtx,102.5,0.057087,100.714,0.134051,100.645
k19_0.899_0.537_0.537_0.529_c862.mtx,102.949,0.065421,102.224,0.27995,102.096
k19_0.899_0.537_0.537_0.530_c862.mtx,103.257,0.063514,102.713,0.0841886,102.668
k19_0.899_0.537_0.537_0.531_c862.mtx,103.009,0.058226,103.028,0.0536262,103
k19_0.899_0.537_0.537_0.532_c862.mtx,102.976,0.06393,100.38,0.120995,100.328
k19_0.899_0.537_0.537_0.533_c862.mtx,103.121,0.057533,104.97,0.134908,104.921
k19_0.899_0.537_0.537_0.534_c862.mtx,103.831,0.068231,107.208,0.0987449,107.179
k19_0.899_0.537_0.537_0.535_c862.mtx,103.382,0.060894,106.282,0.134274,106.2
k19_0.899_0.537_0.537_0.536_c862.mtx,104.156,0.068159,104.244,0.037781,104.215
k19_0.899_0.537_0.537_0.537_c862.mtx,103.94,0.065594,103.977,0.0860063,103.945
k19_0.899_0.537_0.537_0.538_c862.mtx,104.219,0.064071,109.187,0.122024,109.118
k19_0.899_0.537_0.537_0.539_c862.mtx,104.382,0.06891,109.776,0.0663693,109.739
k19_0.899_0.537_0.537_0.540_c862.mtx,104.173,0.057558,110.57,0.752784,110.244
k19_0.899_0.537_0.537_0.541_c862.mtx,104.578,0.068541,111.808,0.593074,111.521
k19_0.899_0.537_0.537_0.542_c862.mtx,104.833,0.080359,110.416,0.099322,110.346
k19_0.899_0.537_0.537_0.543_c862.mtx,104.631,0.056999,110.682,0.431193,110.453
k19_0.899_0.537_0.537_0.544_c862.mtx,105.498,0.066247,136.848,0.124211,136.753
k19_0.899_0.537_0.537_0.545_c862.mtx,106.087,0.066912,114.962,0.0741043,114.922
k19_0.899_0.537_0.537_0.546_c862.mtx,105.121,0.064772,113.155,0.151255,113.123
k19_0.899_0.537_0.537_0.547_c862.mtx,105.427,0.067532,111.649,0.0746903,111.616
k19_0.899_0.537_0.537_0.548_c862.mtx,105.76,0.063881,117.537,0.10168,117.471
k19_0.899_0.537_0.537_0.549_c862.mtx,106.002,0.074121,117.326,0.446785,117.114
k19_0.899_0.537_0.537_0.550_c862.mtx,106.167,0.068299,119.523,0.171416,119.404
k19_0.899_0.537_0.537_0.551_c862.mtx,106.359,0.065556,114.416,0.0811324,114.372
k19_0.899_0.537_0.537_0.552_c862.mtx,106.45,0.06871,120.757,0.101745,120.689
k19_0.899_0.537_0.537_0.553_c862.mtx,106.144,0.063717,117.26,0.179838,117.165
k19_0.899_0.537_0.537_0.554_c862.mtx,106.542,0.065867,122.974,0.144436,122.899
k19_0.899_0.537_0.537_0.555_c862.mtx,106.835,0.070948,124.086,0.127886,123.999
